Date,Startup,Industry Vertical,SubVertical,City,Investor,Type,Amount in cr
2016-04-21,Mishtag,Consumer Internet,"Style, Fashion Discovery Mobile app",New Delhi,"M&Y Partners, SVG Media, Anthil Ventures & others",Seed,0.0
2016-04-22,Advanced Structures India,Auto,Automotive Design and Engineering company,Bengalore,GirnarSoft,Private,0.0
2016-04-22,Licious,eCommerce,Mobile based Meat ordering App,Bengalore,Mayfield India II Management Ltd,Private,24.9
2016-04-22,Knolskae,Consumer Internet,Educational Gamification & Simulation platform,Bengalore,"Inventus Capital Partners, HR Fund",Private,0.0
2016-04-22,Druva,Technology,Converged Backup & Data Protection Solutions for Enterprises,Pune,"NTT Finance, Telephone Corporation",Private,0.0
2016-04-25,Toko Innovations,Consumer Internet,Children\xe2\x80\x99s Entertainment Games & Products,New Delhi,Indian Angel network,Seed,3.735
2016-04-25,Commut,Consumer Internet,Shuttle Service Provider,Hyderabad,50K Ventures,Seed,1.66
2016-04-25,Intouchapp,Consumer Internet,Contact Management Mobile App,Pune,Blume Ventures,Seed,0.0
2016-04-26,Dropkaffe,Food & Beverage,Ready-to-Drink Beverage Producer,Bengalore,"GrowthStory, Apurva Salapuria, Hitesh Oberoi, Sidharth Pansari, Nirupa Shankar",Seed,4.565
2016-04-26,Transerv,Consumer Internet,Digital Payments platform,Mumbai,"IDFC SPICE Fund, Micromax Informatics",Private,124.5
2016-04-26,Cleartax,Consumer Internet,Online filing of Tax returns,Bengalore,"Max Levchin, Scott Banister",Private,10.79
2016-04-27,Roposo,eCommerce,Social Fashion ECommerce Discovery platform,Gurgaon,Bertelsmann India Investments,Private,124.5
2016-04-27,Milk Basket,Consumer Internet,Micro Grocery Delivery Platform,Gurgaon,EVC Ventures,Seed,4.15
2016-04-27,Railyatri,Consumer Internet,Train Related Information portal,Noida,"Nandan Nilekani, Helion Ventures, Omidyar Networks, Blume Ventures",Private,0.0
2016-04-27,Ichr,Consumer Internet,Mobile based Children health Information app,New Delhi,Undisclosed,Seed,3.735
2016-04-28,Murgency,Consumer Internet,Medical Emergency Response App,Mumbai,Axilor Ventures,Private,0.0
2016-04-28,The Wedding Brigade,Consumer Internet,Online Wedding Information Portal,Mumbai,Blume Ventures & Other unnamed Investors,Seed,4.98
2016-04-29,Docsapp,Consumer Internet,Online Doctor Discovery & Chat platform,Bengalore,"Rebright Partners, Anand Rajaraman, Venky Harinarayan",Private,9.96
2016-04-29,Impact Guru,Consumer Internet,Online Crowdfunding platform for NGOs & Social Projects,Mumbai,"RB Investments, Fundnel",Seed,4.15
2016-03-01,Letreach,eCommerce,ECommerce SAAS Solutions,New Delhi,vCommission,Private,0.83
2016-03-01,Driveu,Consumer Internet,Chauffeurs Discovery for private car owners,Bengalore,Unitus Seed Fund,Seed,0.0
2016-03-01,Gympik,Consumer Internet,"Fitness Centres, Gym Discovery online marketplace",Bengalore,RoundGlass Partners,Private,0.0
2016-03-01,Testbook,Consumer Internet,Online Test Preparation Platform,Mumbai,S Chand & Co,Private,0.0
2016-03-02,Iqlect,Technology,Big Data Analytics Platform,Bengalore,"Lip-Bu Tan, Michael Marks, Nicolas Braithwaite",Private,0.0
2016-03-02,Momark,Consumer Internet,Mobile Wallet Aggregation platform,Noida,YourNest Angel Fund,Private,4.98
2016-03-02,Skedool,Consumer Internet,AI based Office Assistant Mobile App,Bengalore,"Kludein LLC\\nPhanindra Sama, Narayan Ramachandran, Pranav Pai",Seed,0.0
2016-03-03,Systemantics,Technology,Industrial robots maker,Bengalore,"Nandan Nilekani, Accel Partners",Private,11.62
2016-03-03,Vertuals,Technology,Audio Visual Digital Content creators for Brands,Mumbai,Dino Morea,Seed,0.0
2016-03-03,Imarticus Learning,Education,Financial Services & Analytics Education Institute,Mumbai,"Blinc Advisors, Amit Nanavati, Tashwinder Singh, Taranjit Jaswal, Amit Khanna",Private,8.3
2016-03-04,Shouut,Consumer Internet,Social Discovery Mobile app,New Delhi,Undisclosed investor,Seed,4.15
2016-03-04,Tinystep,Consumer Internet,Parenting Social Network Platform,Bengalore,Matt Glickman,Private,0.0
2016-03-04,Aahaa Stores,ECommerce,Office Products Super Store,Chennai,"YourNest Angel Fund,",Private,8.3
2016-03-04,Arcatron Mobility,Technology,Smart wheelchair Design and Development,Pune,"Sudhir Mehta, Anoop Hingorani",Seed,0.0
2016-03-04,Ftcash,Consumer Internet,Mobile Payments Platform,Kolkata,IvyCap Ventures,Seed,1.245
2016-03-04,Civilsdaily,Consumer Internet,Civil Services News Aggregator,New Delhi,Manoj Kumar & Other undisclosed investors,Seed,0.0
2016-03-04,Zappka,Consumer Internet,Mobile App discovery and review platform,Gurgaon,"Daman Soni, Rajat Gupta & Others",Seed,0.83
2016-03-04,Tarusa World,ECommerce,Handicraft products eTailer,Mumbai,Mohit Gulati,Seed,0.0
2016-03-07,Medecube,Healthcare,Healthcare related Services provider,Gurgaon,Artiman Ventures,Private,33.2
2016-03-07,N.O.W,Consumer Internet,Bike Taxi Service & Hyperlocal Delivery App,Noida,"Ruchirans Jaipuria, Anuj Sanghi",Seed,4.15
2016-03-07,Ninjacart,ECommerce,B2B marketplace for Farmers & Retailers,Bengalore,"Accel Partners, Qualcomm Ventures, M&S Partners, Zop Smart",Private,24.9
2016-03-07,Reach,Consumer Internet,Cross Platform P2P file sharing mobile app,Bengalore,"Rebright Partners, Sol Primero, Sudhir Anandarao, Ankur Warikoo, Ankur Singla",Seed,4.15
2016-03-07,Vanitycube,Consumer Internet,Hyperlocal Beauty Services platform,New Delhi,Unicorn Ventures,Seed,2.075
2016-03-07,Wooplr,ECommerce,Curated Fashion ECommerce portal,Bengalore,"Naveen Tewari, Abhay Singhal, Amit Gupta, Piyush Shah, Raghunandan G, Rajiv Mehta",Seed,0.0
2016-03-08,Medidaili,Consumer Internet,Medical Support service platform,Bengalore,Undisclosed private investors,Seed,0.83
2016-03-08,Finomena,Technology,Credit Worthiness Big Data Analytics,New Delhi,Matrix Partners India,Private,0.0
2016-03-08,Cookaroo,Consumer Internet,Food Delivery Platform,Bengalore,Vijay Krishna Yadav,Seed,0.0
2016-03-08,Vphrase Analytics,Technology,AI based data analytics platform,Mumbai,"Apoorv Ranjan Sharma, Daud Ali and others",Seed,0.0
2016-03-08,Lovecycles,Consumer Internet,Women\\xe2\\x80\\x99s health Tracker,Bengalore,Prime Venture Partners,Seed,6.225
2016-03-08,Kartrocket,ECommerce,ECommerce SAAS platform,New Delhi,"Undisclosed Japanese investor, Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding Co Ltd, 500 Start-Ups",Private,66.4
2016-03-09,Dunzo,Consumer Internet,Daily Task Management App,Bengalore,"Aspada Investment Advisors, Blume Ventures.",Seed,5.395
2016-03-09,Indiamart,ECommerce,B2B Marketplace for SMBs,Noida,Amadeus Capital,Private,0.0
2016-03-09,Smartvizx,Technology,Virtual Reality Solutions,Noida,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed,4.15
2016-03-09,Mygubbi,Real Estate,Interior Design & Home D\\xc3\\xa9cor Solutions,Bengalore,"Vipul Parekh, ajesh K Murthy,",Seed,20.75
2016-03-09,Nukkad Shops,Consumer Internet,Hyperlocal Grocery Delivery Service,Hyderabad,PurpleTalk Inc,Seed,8.3
2016-03-09,Cloudacar,Consumer Internet,Carpooling Mobile App,Pune,"Amit Choudhary, Anuj Puri",Seed,0.0
2016-03-09,Justride,Consumer Internet,Self Drive Car Rental,Mumbai,Dheeraj Jain & Other angel investors,Seed,3.32
2016-03-10,Yana,Consumer Internet,Personal AI Transaction Engine App,Gurgaon,"Puneet Gupta,",Seed,0.0
2016-03-10,Big Fish Ventures,Food & Beverage,premium dining lounges Chain,New Delhi,Undisclosed investors,Private,92.13
2016-03-10,Stylflip,ECommerce,Pre-Owned Fashion marketplace mobile app,Mumbai,"Raj Gala Shah, Zaheer Memon",Seed,0.0
2016-03-10,Icertis,Technology,Contract Management Software Solutions platform,Pune,"Ignition Partners, Greycroft Partners, Fidelity Growth Partners India",Private,124.5
2016-03-11,Supplified,ECommerce,Construction material eTailer,New Delhi,Mohit Goel,Seed,8.3
2016-03-14,Jolly Food Fellow,Technology,Food Related Marketing & Branding platform,Ahemdabad,Janak Parikh,Seed,0.0
2016-03-14,Pinkblue,ECommerce,Medical Supplies eTailer,Bengalore,"Hari Krishna, Ajay Modani, Dr V Ravinder, Anirudh Rastogi, Abhishek Jain, Rakesh Gakhar, Rajeev Mudumba, Nagendra Prasad Bhanuprakash",Seed,1.8559464
2016-03-14,Truckingcube,Logistics,"Domestic, Commercial, and Industrial Goods Movers",New Delhi,Agarwal Movers Group,Private,123.67
2016-03-15,Eswasthya,Consumer Internet,Online Medicine Delivery Aggregator,Ahemdabad,Hemang Sahani,Seed,0.0
2016-03-15,Flipclass,Consumer Internet,Tutor Search Platform,Bengalore,"S Chand and Co Pvt Ltd, Blume Ventures",Private,8.3
2016-03-15,Proximit,Technology,Advertising Technology,Pune,Funding through 1Crowd platform,Seed,1.245
2016-03-16,Withme,Consumer Internet,Personalized Fashion App,Gurgaon,"Alex Kuruvilla, Pradeep Guha, Saket Dhankar, Rajan Pandhare",Seed,2.075
2016-03-16,Gapoon,Consumer Internet,Hyperlocal Home Maintenance services,Bengalore,"Chandrashekar Tallapragada, Pankaj Kapoor",Seed,1.494
2016-03-16,Avagmah,Consumer Internet,Online Education Portal,Bengalore,"Kris Gopalakrishnan, Atul Nishar",Seed,0.0
2016-03-16,Workindia,Consumer Internet,Online Job Board,Mumbai,Beenext,Seed,0.0
2016-03-17,Wealthy,Consumer Internet,Online Investment management portal,Bengalore,"Zishaan Hayath, Abhishek Goyal, Arjun and Rohan Malhotra, Harpreet Singh Grover, Gagan Dugal",Seed,2.075
2016-03-17,Pramati,Healthcare,Specialized Patient Care platform,Noida,Undisclosed investors,Seed,1.66
2016-03-17,Qlivery,Consumer Internet,Ondemand Concierge Service,Gurgaon,Swastika Company Ltd,Seed,1.909
2016-03-17,Healthenablr,Consumer Internet,Doctor Discovery and booking platform,Mumbai,Undisclosed investors,Seed,6.64
2016-03-18,Liftiee,Consumer Internet,Car/ bike Pooling App,Mumbai,"Rannvijay Singh, Anita Hassanandani",Seed,0.8964
2016-03-19,Hello Curry,Food & Beverage,Quick Service Restaurant Chain,Hyderabad,Sashi Reddi & Other unnamed investors,Private,12.45
2016-03-21,Gosporto,Consumer Internet,Online Sports discovery and booking platform,New Delhi,Naveen Gupta,Seed,0.249
2016-03-21,Oneclickwash,Consumer Internet,Online Laundry & Washing service Booking & Delivery,Gurgaon,Unitus Seed Fund,Seed,0.0
2016-03-21,Girnar Software,Consumer Internet,Online News Media Network,Jaipur,Google Capital,Private,0.0
2016-03-22,Room On Call,Consumer Internet,Budget hotel aggregator,Gurgaon,CASHurDRIVE Marketing Pvt Ltd,Private,16.6
2016-03-22,Byju,Consumer Internet,Educational Video Content Creator,Bengalore,"Sequoia India, Sofina",Private,622.5
2016-03-22,Big Basket,eCommerce,Online Grocery Shop,Bengalore,Abraaj Group,Private,1245.0
2016-03-22,Drivojoy,Consumer Internet,On-demand 2-wheeler Servicing platform,Bengalore,"Indian Angel Network, Tracxn Labs & Others",Seed,4.98
2016-03-22,Smartron,Technology,Internet of Things Device manufacturer,Bengalore,Sachin Tendulkar,Private,0.0
2016-03-22,Lifcare,Consumer Internet,Online Pharmacy portal,Jaipur,"Rajul Garg, Alok Mittal, Kunal Shah, Rishi Mandawat, Dheeraj Jain, Sandeep Tandon, Dexter Angel Circle",Seed,0.0
2016-03-22,Creditseva,Consumer Internet,Online Credit management tools,Hyderabad,"Pix Vine Capital, Infocomm Development Authority of Singapore",Seed,2.988
2016-03-23,Cityshor,Consumer Internet,online lifestyle media recommendation portal,Ahemdabad,GAIN,Seed,0.0
2016-03-23,Endless Robotics,Technology,Interior Painting Automation,Hyderabad,"Devidas Desai, Vipul Gautam, Singapore Angel Network",Seed,0.83
2016-03-23,Sp Robotics,Technology,Robotic Classes for Students,Chennai,"Indian Angel Network,",Seed,2.49
2016-03-23,Stalkbuylove,eCommerce,Fashion eTailer,New Delhi,"500 Startups, Littlerock, Singularity Ventures",Seed,0.0
2016-03-23,Ekincare,Consumer Internet,Healthcare related solutions,Hyderabad,"BitChemy Ventures, Maheshwari Investments Pvt Ltd, Anshoo Gaur, Rama Krishna Reddy, Sandeep Seerapu",Private,2.739
2016-03-24,Wheelstreet,Consumer Internet,Online Bike Rental platform,Bengalore,Broadbean Capital services,Private,4.15
2016-03-28,Horntell,Consumer Internet,Unified Push Notification service,Gurgaon,"Bharanidharan Viswanathan, Sanjiv Mittal, Shobhit Shukla, Rahul Agarwal",Seed,1.245
2016-03-29,Schoolkart,eCommerce,Online Marketplace for Schools,Noida,Undisclosed investors,Seed,2.49
2016-03-29,Healtheminds,Consumer Internet,Online mental healthcare,Bengalore,Robin Utthappa,Seed,0.0
2016-03-29,Babyjuogo,Consumer Internet,Child healthcare experts aggregator mobile app,New Delhi,"Rajul Garg, Daljit Singh, Aditya Vij, Kishore Kumar, Shuchin Bajaj",Seed,2.49
2016-03-29,Veritas Finance,Finance,Asset Based Lending platform,Chennai,Sarva Capital,Private,39.01
2016-03-29,Qikship,Consumer Internet,Mobile based Logistics provider,New Delhi,undisclosed investors,Seed,1.66
2016-03-30,Fixnix,Consumer Internet,GRC SAAS Platform,Chennai,Jay Vijayan,Seed,4.15
2016-03-30,True Balance,Technology,Mobile Balance Check App,Gurgaon,SoftBank Ventures Korea,Private,0.0
2016-03-31,Touchkin,Healthcare,Predictive Healthcare platform,Bengalore,"Alok Mittal, Amit Gupta, Anuj Srivastava, Himanshu Aggarwal, Raghunandan G, Puneet Agarwal",Seed,3.32
2016-03-31,Switchme,Consumer Internet,Home Loan Rate comparison platform,Mumbai,"Mohandas Pai, Hiro Mashita, Singapore Angel Network, 500 Startups, Rajan Anandan, Ajay Sarupria",Seed,0.0
2016-02-01,Transcell,Healthcare,Family Stem Cell Banking Services,Hyderabad,Indian Angel Network,Seed,0.0
2016-02-02,Blue Tokai Coffee,ECommerce,Specialty Coffee Etailer,New Delhi,Snow Leopard Technology Ventures,Seed,0.0
2016-02-02,Altizone,Technology,IoT & M2M Solutions,Pune,"Wipro Ventures,\\xc2\\xa0 Lumis Partners",Private,33.2
2016-02-02,Oust App,Consumer Internet,Competitive Exam Preparation Platform,Bengalore,"T V Mohandas Pai,\\xc2\\xa0 Aarin Capital",Seed,0.0
2016-02-02,Strike,Consumer Internet,Mobile Email productivity tool,Bengalore,Multiple investors through Ten Minute Million competition,Seed,0.18675
2016-02-02,Gamooz,Technology,Augmented Reality Solutions,Gurgaon,Multiple investors through Ten Minute Million competition,Seed,0.18675
2016-02-03,Soundsurround,Technology,Audio Technology Solutions,Mumbai,Multiple investors through Ten Minute Million competition,Seed,0.18675
2016-02-03,Mazkara,Consumer Internet,Beauty & Wellness Platform,Pune,Dunamis Ventures Pte Ltd.,Seed,8.3
2016-02-03,Roadgods,ECommerce,Auto Spare Parts eTailer,New Delhi,Green House Ventures (GHV),Seed,0.83
2016-02-03,Pindropmusic,Consumer Internet,Music Discovery Mobile App,Noida,Green House Ventures (GHV),Seed,0.83
2016-02-04,Woodpie,Consumer Internet,Book Recommendation Service,Bengalore,Ingram Content Group,Seed,0.249
2016-02-05,Perfumery,ECommerce,Fragrances & Perfume eTailer,New Delhi,Oranda Global & Others,Seed,0.249
2016-02-05,Magic Crate,Education,Children Education Platform,Bengalore,"TV Mohandas Pai, Aarin Capital",Seed,0.0
2016-02-05,Zendrive,Technology,Safe Driving Data & Analytics platform,Bengalore,"Sherpa Capital, Nyca Partners and Thomvest Ventures",Private,112.05
2016-02-05,Smartcooky,ECommerce,Marketplace for Health Foods,New Delhi,"Vandana Luthra,",Private,0.0
2016-02-05,Turtlemint,Consumer Internet,online personalized insurance platform,Mumbai,Nexus Venture Partners,Private,0.0
2016-02-05,Bhive Workspace,Real Estate,Workspace Rentals,Bengalore,"Raghunandan G, Venturesity, Arihant Patni",Seed,0.0
2016-02-05,Gingercrush,Ecommerce,Personalized Products & Merchandize eTailer,Vadodara,"Saha Fund, TV Mohandas Pai, Zia Mody, Mumbai Angels, Ananda Kallugadde, Rakesh Desai, Rakesh Malhotra",Private,8.3
2016-02-05,American Vision,Consumer Internet,Optical Store Aggregator Platform,Pune,Undisclosed investors,Seed,0.6723
2016-02-06,Dawailelo,Consumer Internet,Healthcare Services & Online Pharmacy Mobile App,Varanasi,Undisclosed investors,Seed,0.4316
2016-02-06,Heads Up For Tails,Ecommerce,Pet Products eTailer,New Delhi,Undisclosed investors,Seed,8.3
2016-02-08,Livenutrifit,Healthcare,Weight loss & Healthcare Info portal,New Delhi,"Mohit Goel, Vinod Jain & Others",Seed,0.0
2016-02-08,Moglix,Ecommerce,Industrial & Home Products Marketplace,New Delhi,Ratan Tata,Private,0.0
2016-02-08,Istyleyou,Consumer Internet,Personal Fashion Stylist App,Gurgaon,Green House Ventures (GHV),Seed,0.83
2016-02-08,Adurcup,Consumer Internet,Ad Network,New Delhi,Green House Ventures (GHV),Seed,0.83
2016-02-08,Weddingz,Consumer Internet,online marketplace for wedding venues and vendors,Mumbai,Sixth Sense Ventures,Private,0.0
2016-02-08,Urban Dhobi,Consumer Internet,On Demand Laundry Services,Jaipur,"Vinod Bansal, Sanjeev Singhal",Seed,0.0
2016-02-08,Gray Routes,Consumer Internet,Last mile logistics solutions,Mumbai,"Mahesh Parasuraman, Rahul Gautam & Others",Seed,0.0
2016-02-08,Xpressbees,ECommerce,ECommerce Logistics solutions,Pune,"SAIF Partners, IDG Ventures India, Vertex Ventures, Valiant Capital",Private,103.75
2016-02-08,Invictus Oncology,Healthcare,Cancer therapeutic Info & Solutions,New Delhi,Ratan Tata,Private,0.0
2016-02-09,Hansel.Io,Technology,Mobile App Tech Solutions,Bengalore,"Endiya Partners, Mekin Maheshwari, Rajesh Sawhney",Seed,0.0
2016-02-09,Inc42,Consumer Internet,Startup Focused Media News Portal,New Delhi,"India Ventures, Aarin Capital & Others",Seed,0.0
2016-02-10,Goqii,Technology,Personalized fitness coaching & Fitness band,Mumbai,Edelweiss Financial Services,Private,0.0
2016-02-10,Capzest,Consumer Internet,Digital Lending Platform,Mumbai,Lion Ventures,Seed,1.66
2016-02-10,Glam Studios,Consumer Internet,Online Salon Aggregator,Noida,Aqeel Ahmed,Seed,0.0
2016-02-10,Affimity,Consumer Internet,Social Networking platform,Bengalore,undisclosed investors,Seed,9.96
2016-02-10,Anandakanda,Technology,Medicine Intake Reminder System,Pune,undisclosed investors,Seed,1.245
2016-02-10,Joulestowatts,Technology,IT services & Talent collaboration services startup,Bengalore,Manipal Global Education Services,Seed,0.0
2016-02-10,Shopkirana,Consumer Internet,Retailer Supply Chain platform,Indore,"Atul Jain, Anil Gelra, Jaikumar Nair",Seed,0.0
2016-02-10,Stylofie,Consumer Internet,Online Beauty Parlour search & discovery Platform,Gurgaon,Jaideep Mehta,Seed,0.0
2016-02-12,Oybob,eCommerce,Hyperlocal Products & Services marketplace,Gurgaon,Sachin Dalal,Seed,0.0
2016-02-12,Actonmagic,Technology,Cloud Analytics and Management Products,Bengalore,Jayabalan Subramanian,Seed,1.0375
2016-02-12,Bonhomia,Food & Beverage,premium Tea and Coffee,New Delhi,"Alok Rawat, Grey Orange Robotics",Seed,8.3
2016-02-12,Igrenenergi,Technology,Solar Power Solutions,Mumbai,Sunil Mehta,Seed,8.3
2016-02-15,Rksv,Consumer Internet,Online Stock Trading Platform,Mumbai,Kalaari Capital,Private,33.2
2016-02-15,Aasaanjobs,Consumer Internet,Online Recruitment Marketplace,Mumbai,"Aspada Advisors, IDG Ventures,\\xc2\\xa0 Inventus Capital",Private,41.5
2016-02-15,Snapdeal,eCommerce,Horizontal Online Marketplace,New Delhi,Ontario Teachers\\xe2\\x80\\x99 Pension Plan & Others,Private,1660.0
2016-02-15,Jugnoo,Consumer Internet,Transportation & On-demand delivery aggregator,Chandigarh,Saumya Tandon,Private,0.0
2016-02-15,Snapbizz,Technology,Connectivity platform for local grocery stores,Bengalore,Ratan Tata,Private,0.0
